URL;Label
en.wikipedia.org/wiki/American_Samoa_national_football_team;good
newtonhockey.org/id1.html;good
bercertificates.com/~sinead/wp-includes/css/DBMECXSQv4SXzDmQbF/616e797468696/Secure_Area/en;bad
www.isi.edu/lsam/tools/WWW_SEARCH/;good
allhighschools.com/school/rapid-city-central-high-school/1000000350;good
sadovod-gel.ru/43h36n54;bad
facebook.com/pages/KSHB-TV/111789208837172;good
questia.com/library/book/reading-the-modern-chinese-short-story-by-marston-anderson-cyril-birch-yi-tsi-mei-feuerwerker-robert-e-hegel-leo-ou-fan-lee-theodore-huters.jsp;good
gamblinfamily.org/elizabeth_ann_gamblin.html;good
fb.noticiaslatinasrd.com/app/?lang=de&key=MBnRdV3W0s3Y57WLtaBnCVU9tz9gta1Y4Nr8VE2aNnIzRzZeFQxijznI2gSi00SDluF4oHsWo8xsLHc32jYfBOMPnHO3moPU3ss5X7a12YmiqRgwJHCB2PfSG78RggDRkAwC6JjTZ025gRpkXBM0qxEWG54is66GGKCHOzc3VPVIcKVuuCCL2kTTFa8GHTCB4NtubFP3;bad
trumpetmaster.com/vb/f134/jon-faddis-schilke-mouthpiece-44714.html;good
filecatch.com/?q=british+transport+films;good
tinyurl.com/pl843ws;bad
sympatico.ca/mark.servos/vinelandscouts/frenchriver2002.htm;good
"www.aurigane.com/images/stories/amex/logon.php?request_type=LogonHandler&amp;Face=en_US&amp;inav=iNavLnkLog";bad
aquatixbottle.com/2CRLI0/;bad
fsmsigorta.com/donfrosh/index.html;bad
jbjolaaxwgudt.org/information.cgi;bad
jackkwizc.ddnsking.com/p4zra9wf/fqvX3UJpRUzzw413CrFN0tzYrCt6TXgvegnIUUct0z3yH6.4060129;bad
ripasso.nl/873nf3g;bad
fenopy.eu/torrent/quebecunderground+net+megapack+punk+oi+ska+grindcore+music+from+quebec+/MTg5NjAwOQ;good
www.rajashekharkubasad.com/8fh34f3?TGLFydcmw=lxBqOyTp;bad
jeffpermar.com/manmsjsaaa/engauto189/mailbox/mailbox/;bad
'www.pearsonhighered.com/educator/academic/product/0,,0201745720,00\%2Ben-USS_01DBC.html';good
46.183.221.133/module/d1967c99c0c7f9b468f2e08e59e41ffe;bad
chat-real-webcam1.blogspot.com/;bad
"www.sinoci.com.cn/css/?us.battle.net/login/en/?ref=fvugieeus.battle.net/d3/en/index&amp;app=com-d3";bad
crosswords911.com/amiable.html;good
zipwho.com/;good
gsspgosjl.work/data/info.php;bad
people.famouswhy.com/jessica_mitford/;good
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0001324;good
185.82.217.229/module/272a5ad4a1b97a2ac874d6d3e5fff01d;bad
fulhamfc.com/MatchAndTeam/FixturesList.aspx;good
profugatisquerequemazon.brockin.com/LtOF8pAeuZ4nWpC6OWrRNiKpP6y2Rt3begy9e6XJn3InZQIgv3QMJygnTEeaDkhL2DJnm_WxAqc=\n;bad
cse.umn.edu/;good
beamerball.com/free/beamerblog.asp;good
forearth.com.au/docs/media/;bad
imdb.com/title/tt0404055/;good
mxp103.com;bad
maxwellinstitute.byu.edu/publications/review/?vol=11&num=2&id=321;good
paypal.us.sslcer.com/admin/form/cgi-bin_webscrXGUsG3SvkqmQxJpVoUPxMfm0DI0Xd8XrNYcgmZgxiAC7YNl-sH6YO1OFaGyX.htm;bad
askart.com/askart/c/kate_carew/kate_carew.aspx;good
202.77.121.186/kliping;bad
arosyllantasescazu.net/media/derm/;bad
www.kasssb-nv.net/sal/verification/index.php?img=AOL;bad
finance.yahoo.com/news/Disney-Channel-and-Disney-XD-prnews-2364891984.html;good
"tribox.jp/mail/webscr.php?amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ff30fe408083062862c1fa11aceea582ff30fe408083062862c1fa11aceea582&cmd=_login-run";bad
minevitamin.com/g766d4ft;bad
rotoworld.com/player/mlb/152/player?r=1;good
isthisyour.name/directory/fullnames/ma~girard.htm;good
linkedin.com/pub/neal-sumner/9/b34/a15;good
cricketdiane.wordpress.com/2009/10/12/strange-conspiracy-in-a-land-of-freedom-honor-and-integrity-2-do-these-people-in-washington-even-know-what-human-rights-and-civil-rights-are/;good
6i3cb6owitcouepv.micropaysearch.com/img/lb.png;bad
mzyuos.typepad.com/blog/2011/11/new-two-weeks-to-live-movie.html;good
topix.net/member/editor-application?node=city/kennett-mo;good
ehow.com/list_6137088_list-alpha-kappa-alpha-scholarships.html;good
churchcatholic.net/index.php?id_level2=23;good
nymag.com/fashion/fashionshows/2010/spring/main/newyork/womenrunway/herveleger/;good
countynewslive.com/content/2011/aug/05/all-aboard-missouri-state-fair-amtrak-says-it-great-way-get-sedalia;good
tabs.ultimate-guitar.com/m/misc_soundtrack/500_days_of_summer_-_sugar_town_btab.htm;good
en.wikipedia.org/wiki/Imperial_Bank_Limited;good
lyricsmode.com/lyrics/g/gino_vannelli/;good
at10a.net:8048/bins/mirai.sh4;bad
184.164.97.236/sdoc22.pdf;bad
en.wikipedia.org/wiki/North_American_Soccer_League;good
mixcloud.com/championdj/;good
counties.org/default.asp?id=110;good
icehockeymetrics.com/;good
billfoundation.org/wp-includes/js/tinymce/plugins/wptextpattern/;bad
netherlands-icscards2016.it/Visa-en-MasterCard-Creditcard/login/25c572d0f4c149815433473b76a7404c/ayoub.php;bad
art.oregonspinecenter.com/upCopy/index.php;bad
search.barnesandnoble.com/Fighting-for-Life/Walter-J-Ong/e/9780801413421;good
youtube.com/watch?v=G44NCvNDLfc;good
www.mindweeds.net/coupons;bad
serwer1374165.home.pl/radmaxweb/components/com_jnews/includes/jquery/aol.htm;bad
www.stm.info/English/metro/a-index.htm;good
lyrics.com/why-you-wanna-treat-me-so-bad-lyrics-prince.html;good
linkedin.com/pub/vincent-laurent/8/753/b16;good
www.cs.waikato.ac.nz/~ihw/mg.html;good
cadeauoriginal.mons.be/pear/pdtng/35384394338484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/sascr.htm?2ab5e53d60493d54beecee6a9d575f862ab5e53d60493d54beecee6a9d575f86;bad
en.wikipedia.org/wiki/Remstar_Corporation;good
instant-home-biz-profits.us/tag/best-sellers/;bad
flickr.com/people/jordancurtis/;good
worthpoint.com/worthopedia/doobie-brothers-record-album-best-119034833;good
unitedstatesfootballleague.blogspot.com/;good
egda.pl/unu16fq9;bad
www.luckybell.com/index/;good
mikewaite.com/ce3/shotiri/o/index.php;bad
lang-mekra.com/pro_300_series_aero.html;good
longedomar.com/wp-backup/Logon.htm;bad
ape2zebra.com/toy/10351-baby-vivaldi-baby-einstein.aspx;good
miamiherald.com/2011/08/01/2342070/cutler-bay-may-raise-tax-rate.html;good
onlybest76.xyz/1r42t;bad
bizavblog.com/coolspm/seniorpeoplemeet.com/v3/login.html;bad
"thombas.biz/xDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&amp;sdr01=VW5rbm93bi04NTY4NA=";bad
77.48.30.156/Ares13.zip;bad
logishotels.com/en/hotel-Hotel-Le-Saint-Yves-9361.html;good
jpchdiduuqktp.pw/message.php;bad
"zsyqzx.cn/js/?app=com-d3&amp;;http";bad
silentkillerseminar.com/;good
www.cdhnow.com/mw.asp;good
ktul.com/category/191288/sports-oklahoma-sooners;good
gosingdoc.com/filewords/index.php;bad
gesansow.net/3i9wk;bad
www.sunjsc.vn/admin/webroot/video/upload/hmrc/allaccounts/metrobank/index.htm;bad
www.sschwarzer.net/python/warpstock_europe_2001.html;good
slashdot.org/article.pl?sid=01/08/23/1856221;good
charlestonmarketing.com/modules/office365/;bad
dvdzone24.com.au/dxat8;bad
ucjpevjjl.work/data/info.php;bad
www.hironen.co.jp/en/index.html;good
epm.pl/aol/index.htm;bad
timevoyagers.com/Lauver01/d17.htm;good
1albums.com/album.php?artist=Lhasa%20De%20Sela&album=The%20Living%20Road;good
books.rediff.com/;good
people.famouswhy.com/queenie_watts/;good
myspace.com/phedro;good
absoluteastronomy.com/topics/An_Ideal_Husband_(film);good
hepsibirbilisim.com/referans/hbb/cp.php?m=login;bad
binpt.pw/1;bad
www.threshold-online.co.uk/g76gyui;bad
wiki.answers.com/Q/FAQ/7562-342;good
benchmarkreviews.com/index.php?option=com_content&task=view&id=549&Itemid=69;good
flickeralley.com/fat_soviet_01.html;good
theweekendtraveller.com//wp-content/xmlrpc.php;bad
gelecekdiyarbakirsigorta.com/56f2gsu782desf;bad
flickr.com/photos/stevesobczuk/3554754755/;good
mylife.com/c-2704574673;good
www.peypal.com-cgi-bin-webscr-cmd.login-run.457822s151515c85184954s9541home.country-lang.x-true44w8.digitalphotographycourseslondon.co.uk/5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d34b4bf5056870803/9efd0339d09803237ab57a01560cbc44/;bad
socialdiligence.com/person/k/k-mo/k-mo713.html;good
babymode.com.au/googleshopping/login/ppzg/?/webscr?cmd=_signin&dispatch=EjPQnPsvintMFjVEDbBJDcUwUhDt27SQP3WVGHXpxFlSx9YYNs&email;bad
kavehconsultancy.co/g7cberv;bad
djdj4.com/Js/;bad
asiawing.com/87yfhc;bad
usshipstore.com/shipnames.htm;good
prnewswire.com/news-releases/fire-smoke-coalition-applauds-congressional-fire-services-institute-resolution-on-reducing-deaths-from-smoke-inhalation-122151129.html;good
swimpalla.net/43h36n54;bad
qdatarq.com/94e0340b4a6dc5f6ca5880c94028ce32/Verify2.htm;bad
vestralocus.com/reviews/;bad
itox.com/;good
rnb4u.in/search-mora;good
wordiq.com/definition/Politics_of_Quebec;good
paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a211r.buenosdeseos.cl/href/secure/center/update/limit/seccure/2de591f0b36f05a69a951e4853a325ab/;bad
www.anglo.german.clara.net/E-frontpage/e-frontpage.html;good
craftsreviews.com/jhg45s/;bad
103.13.221.51/bins/mm.arm7;bad
www.ikhmaidar.mn/Nordea/;bad
renetrailer.ca/info2.htm;good
chpookle.xyz/data/feeder;bad
forum.verygames.net/showthread.php?42812-Problème-de-Gungame/page3;good
www.jesusdenazaret.com.ve/34gf5y/r34f3345g.exe;bad
www.foreignword.com/cv/document_2426.htm;good
parl.gc.ca/MarleauMontpetit/DocumentViewer.aspx?Language=E&Print=2&Sec=Ch04&Seq=14;good
youjizz.com/videos/angela-summers-2192735.html;good
tant.co.kr/letsmall/admin/Template_c/properties/index.htm;bad
ib.adnxs.com/tt?id=2614296&referrer=http%3A%2F%2Furc.unipartrail.com%2Fcontent%2Fsearch.aspx%3Ftype%3D1%26character%3DH&cb=75924735004;bad
pipl.com/directory/name/Doucet/Christina;good
'sevkon.net/js/?ref=3D3D3D3D3D3D3D3Dhttp\%3A\%2F\%2Fus.battle.ne=';bad
wopular.com/home-week-sister-aimees-castle-lake-elsinore;good
www.poli-mec.it/87b3ff3rc;bad
468213579.com/emailreferentie.appleid.apple.nl/emailverificatie-40985443/home/login.php;bad
hiposistem.co.rs/includes/js/dtree/img/webscr/?/cmd/=/_/login-run/f1a570ab01f562b70f98a97d6346db52/;bad
ralrab.com/rar/winrar-x64-531.exe/;bad
meetup.com/GAPCGuild/;good
innogenap.com/gu8fx;bad
absoluteastronomy.com/topics/Collège_Sainte-Marie;good
dringeraout.com/rss/feed/stream;bad
arteemmetais.com.br/wp-admin/css/colors/ocean/arteeme/cp.php?m=login;bad
185.65.244.28/getinfo/data.php;bad
lakestates.com/log/robrog7.php;bad
"specialchild.ie/wp-includes/js/crop/yahoo_shopping_page&amp;.srcproduct=93433.html";bad
203.200.205.245/css/style.html;bad
myspace.com/thegruesomes;good
www.cs.cmu.edu/~tpope/miniatures/;good
espn.go.com/mens-college-basketball/team/stats/_/id/120/maryland-terrapins;good
www.finkeyhangszer.hu/vajbtymy;bad
jiashanhuayuyiyao.com/update-adminserver.html;bad
goxavier.com/sports/m-baskbl/spec-rel/xavi-m-baskbl-spec-rel.html;good
usvi.net/usvi/gnews/9612/961231gn.html;good
goo.gl/t2KWxy;bad
icarus.math.mcmaster.ca/peter/mix/mix.html;good
qitmall.com/prevvies/details.html;bad
146.120.89.71/wikipedia/upload.php;bad
fytt.datahost84.org/ya2p3u.php?id=;bad
obsessedwithwrestling.com/profiles/a/21st-century-fox.php;good
51939812.de.strato-hosting.eu/ww0pj;bad
paypal.com.cgi-bin-webscr.karadimasx.gr/secured-webscr/;bad
lostpedia.wikia.com/wiki/Kyle_MacLachlan;good
amazon.com/Think-Tank-Spoken-Henry-Rollins/dp/B00000C2CU;good
members.multimania.nl/huisdier/donkey.html;good
sanfrancisco.com/history/;good
facebook.com/Paulinefaucillionjulienlozier;good
181.215.122.44/img/index.php;bad
qwup.9997178.cn/zdjk/cznet.html;bad
bridgeplacements.com/98yh87nb6v4;bad
drmahmadi.com/benz/C50;bad
staryspichrz.pl/878hf33f34f;bad
ebay.com/sch/i.html?_nkw=nc+basketball;good
5thharvest.com/assets/icons/cdr/2/notice/;bad
ar.eurnews.net/news/new/login.php;bad
mylife.com/naisha-hemingway;good
java.sun.com/products/javawebstart/docs/javadoc/index.html;good
mailpoet-tester.com/wp-includes/e2.php;bad
shiguangyin.com/data/?www.paypal.com/de/cgi-bin/;bad
colleenthestylist.com/tjdaf;bad
aquatixbottle.com/nyx37ec?rvismxrqrw=asdnuwgd;bad
www.bellissimo-architectural-finishes.com/www66.discovercard.com/;bad
westseattle.komonews.com/news/transportation/682199-viaduct-demolition-day-3;good
snooth.com/winery/charles-b-mitchell-vineyards-fair-play/;good
"raphaelalvespilates.com.br/wp-content/plugins/adminshell/Google/purchase/file/Drive/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid=&amp;userid_JeHJOXK0IDw_JOXK0IDD";bad
maderaslotito.cl/home/remax/remax/index.htm;bad
sportsandwrestling.mywowbb.com/forum2/3177.html;good
scribd.com/doc/38764874/Word-List;good
secured-worldremitexpress.net/documents/File0007195004_pdf.js;bad
himam.site/malisticlover/admin.php;bad
cn.chiculture.net/0309/policy/images/;bad
mulherdefe.com/do_ifnfo_pay/70748d211205cd083b9c/informations/service_pay/;bad
cspotrun.en.softonic.com/palm;good
mintoolses.com/mint.com;bad
dailymotion.com/video/xfyamc_michele-scarabelli_shortfilms;good
mebelmira29.ru//wp-includes/remax/index.htm;bad
www.javaworld.com/javaworld/jw-06-2001/jw-0615-howto.html;good
95.47.161.41/module/272a5ad4a1b97a2ac874d6d3e5fff01d;bad
mainmercantile.com/;good
03.ibm.com/press/us/en/pressrelease/25400.wss;good
thelibralegal.com/g38f3fg;bad
phraepunya.ac.th/update/5ca9d6b8c7a749a47819ef87fde260f9/;bad
www.destroydrop.com/javascripts/tree/;good
googledoczz.com/filewords/;bad
allora-tour.by/var/upload/file/upload.google.com;bad
wodenswestwolves.weebly.com/;good
travelingluck.com/North+America/Canada/Quebec/_6097663_Parc+Honor%C3%A9-Mercier.html;good
stkipsetiabudhi.ac.id/library;bad
smla.com.br/abnamro.nl.html;bad
serviciospyme.cl/wp-content/themes/redify/remax/index.htm;bad
freebase.com/view/en/keith_wayne_1942;good
wiki.answers.com/Q/How_to_replace_blower_motor_on_1997_pontiac_grand_prix_show_picture;good
www.vineyardintelligence.com/valuing-vineyard-properties;bad
aquatixbottle.com/ygyngc;bad
www.iwsti.com/;bad
sabioq.com/Connections/_notes/dxml.php?id=;bad
devite.ru/logs/-/FR-2016/Ref-gouv/lmpots.GOUV/6b883bf93bdd5c97d096b1f02c5132b4;bad
paypal-activation.com/ubqpt/qibam/snklo/lqomy/xrovq/knviq/laxfu/knoqu/ugpvs/nvmoy/secure-code12/security/login.php;bad
www.socialmediaplanner.com.au/helyi4a;bad
myspace.com/andrewgalletti;good
accsteamorigin.sells.com.ua/akkauntyi-steam/c1/;bad
rcmbt.org/cache/vbv/f96c619923849d451d760da4a3877f2f/;bad
digitalmeltd0wn.blogspot.com/2008/03/idiot-flesh-tales-of-instant-knowledge.html;good
baseballlibrary.com/baseballlibrary/sabr/tbi/F/Fazio_Ernie.tbi.stm;good
ebay.com/sch/i.html?_nkw=Hockey+Night+in+Canada;good
isthisyour.name/directory/fullnames/ma~wolverton.htm;good
samenart.com/nyvsbcl;bad
123people.com/a/jonathan+trudeau;good
tiny.cc/cartasi-it;bad
creativezoneit.com/milverdn/noul/1/1b9b58c9c8cc49fd8047d6d8e0ca77b7/;bad
youtube.com/artist/Laurindo_Almeida;good
wn0ir6.lg3p7.top;bad
bramptonraceway.bravehost.com/rules.html;good
www.consumerreports.org/cro/electronics-computers/cell-phones/cell-phones-sub/index.htm;good
divxturka.net/divx-download/24788-nine-deaths-ninja-1985-a.html;good
lensstrap.com/tmps/freemobile.fr/33199cdaba6aeb15ba11cad5daed34bb/5501ac7c10587a9b00100c60becff4bc/--.php;bad
boingboing.net/2010/09/21/canadianiranian-blog.html;good
www.schulich.yorku.ca/ssb-extra/MITSchulich.nsf;good
hopesite.ca/remember/history/racism_canada_1.html;good
spoke.com/dir/p/starke/robert;good
www.dgsryh.com/js?us.battle.net/login/en/?ref=us.battle.net/d3/en/index;bad
sceper.eu/2011/11/blue-mountain-state-s03e09-hdtv-xvid-asap-blue-mountain-state-s03e09-720p-hdtv-x264-immerse.html;good
facebook.com/people/Leonard-Cohen/100000440986869;good
46.148.26.77/php/upload.php;bad
spotcampus.com/wp-includes/js/swfupload/plugins/payca/df4999908cfcdeae4e678d512cf3b434/;bad
www.efrem.gr/out/news/nbhyavwc/bhbaa/384d84d858439384d84d85353844d853535353843ae3ae091d0d3faee8d938/tgpoa.htm?98939467a19817b57d92ea32f558227f98939467a19817b57d92ea32f558227f;bad
prepsportswear.com/SchoolMain.aspx?schoolid=117271&r=1;good
lux-dekor.su/folder/online/accounts.webmail.login/index.php?loginid=abuse@qkyh.com;bad
"peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/a8a844c674ff7ecf919de22577050bef/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43650a164cdf27202bb501be807eab5735da0a164cdf27202bb501be807eab5735da";bad
sell4u.ca/paypal/login/cf8bb50734/home;bad
6i3cb6owitcouepv.paytodoublemoney.com/img/bitcoin.png;bad
stjohns2012.ca/878hf33f34f;bad
multiprocedo.ro/ppay/zirry/login.html?ignazia.deiana.jc67@alice.it;bad
oscarcruz.pe/Investmentproject.drive/Documentos.zip/Secure.document3930/Imagedrive.file/filewordss/;bad
wordsdomination.com/cegep.html;good
canucksjerseysstore.com/canucks-jerseys-roberto-luongo-jersey-c-19_20.html;good
2010games.nytimes.com/events/freestyle-skiing/womens-moguls/results.html;good
virus-protection-----security.co/?cmp=stp-cc1&sub1=ohxRFJnQ1zStUbMSPw%2B4xA%3D%3D&GTP=0ae443f6f8dfa9b6d0b6cec90e99824b;bad
two.jdfslfdsgy.biz/ui4n0jyizz\ndkoawit6.com/ik/redir.php?url=http://two.jdfslfdsgy.biz/ui4n0jyizz;bad
luzdapelle.com.br/img/res/index.php;bad
urbanspoon.com/n/2/40588/Chicago/Bartlett-IL-restaurants;good
all-rides.com/u8ndx;bad
en.wikipedia.org/wiki/Saint-Louis_(provincial_electoral_district);good
education.com/schoolfinder/us/california/san-francisco/st-elizabeth-school/;good
test.glafuri.net/yxk6s;bad
"t.welcome.critsend.com/c.r?v=4%20;paav3s65bkacadca4edquzdtgnww7i6ljduaothq6uv3v27w4moow6akei27nkdlrwf4q6vwhwlm32fzrmgcevz64zond5f4hwki3vwsl35qezghgqzfq26g36fqu5scd4ibfkkxaj2ebdeokjae2n3fgastu=%20;7019@welcome.critsend.com&amp;u=http://taborroadtavern.com/lib/twitter/test";bad
fandango.com/jeremysuarez/filmography/p330607;good
kudh.net/htmls/yinxing/;bad
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=soc-mls/news/news.aspx?id=4446516;good
1maximus.ru/g76ub76;bad
spokeo.com/Michele+Grossman;good
absoluteastronomy.com/topics/List_of_United_States_Coast_Guard_cutters;good
georgiasports.blogspot.com/2009/05/football-schedule-news-uga-vs-new.html;good
imdb.com/name/nm0005966/;good
tngenweb.org/bradley/JulienJulianReneVs2006.html;good
ban.cgi-bin.webscr.cmdlogin-submit.antaris.az;bad
www.smartwebby.com/web_site_design/fireworks_tips.asp;good
tools.ietf.org/html/rfc1097;good
hsx.com/security/view/SAFEW;good
romancatholicblog.typepad.com/roman_catholic_blog/2007/08/jesus-was-not-a.html;good
homeboutique.com/g38f3fg;bad
genforum.familytreemaker.com/plant/;good
wilmingtonhi.com/;good
tokomuslim354.com/mfw0fghz;bad
tipsforbeginnergolfers.com/;good
colagung.com/izm4t243;bad
wordiq.com/definition/Mort_Sahl;good
theroyalamerican.com/sp/filewords/;bad
kiddykingdome.com/wp-content/plugins/LayerSlider/static/codemirror/theme/;bad
www.allproducts.com/bike/neobike/;good
fandango.com/lilytomlin/filmography/p114336;good
youtube.com/watch?v=S6pQ6tr2VJo;good
charliehuston.com/;good
bonjourquebec.com/qc-en/events-directory/major-exhibition/;good
games.groups.yahoo.com/group/dcuniverserpg/;good
stats.sfgate.com/nhl/players.asp?id=4387&fn=Nick&ln=Johnson;good
facebook.com/people/Scott-Whitaker/544449348;good
flowershopnetwork.com/florists/USA/TX/Albany;good
practiceprofitsplus.com/Media/newdocxb/c18e0c9aab797914d002e24a0625bce4/;bad
abcnews.go.com/WNT/story?id=130544&page=1;good
www.clicktrend-media.com/wp-content//themes/striking/cache/images/;bad
mapharma61.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html;bad
taxi.com/transmitter/0312/musicbiz0312.html;good
youtube.com/watch?v=hR-KRWeAU6I;good
alumniclass.com/crispus-attucks-elementary-school-el/register-faculty;good
www.mafled.com/VBV.php;bad
militaryphotos.net/forums/showthread.php?4059-Black-Watch-regiment;good
imdb.com/name/nm0572106/;good
chacha.com/question/what-are-they-going-to-do-with-the-metro-north-mall-in-kansas-city-mo;good
www.webgenie.com/free_products.html;good
swimming.about.com/od/poolandspamaintenance/Swimming_Pool_and_Swim_Spa_Maintenance.htm;good
local.yahoo.com/info-21495143-ktvu-oakland;good
www.headlightconverters.co.uk/wp-content/themes/twentyten/2459715149/625305350/;bad
automateinternetmarketing.com/service/service/Path=6N349g2t8ZR5ctyn3hw5sIr/;bad
"xyqx168.com/images/?app=com-d3&amp;http:/us.battle.net/login/en/?ref=http:/tbaoletus.battle.net/d3/en/index";bad
muzukashibrashinki.net/h55l/post.php;bad
ralucatodorut.com/wp-includes/mmc.htm;bad
icelebz.com/Sh-list.html;good
www.kruibhez.ws/;bad
findsportsnow.com/sports/listing/6318/4th-annual-broadway-bridge-run;good
austinheights.edu.my/learn/includes/.ne/index.html;bad
traucer.com/data/feeder/;bad
www.hf.uib.no/hi/espen/;good
zillow.mslqz.com/zillow/;bad
hyhpzx.cn/js/?http://;bad
jazzy2u.blogspot.com/2011/11/julie-crochetiere-better-place.html;good
chem.wisc.edu/users/skinner;good
ashooooor-001-site1.ftempurl.com/b59cb;bad
achterplmetropoletan.builtbytheboys.biz/hdjidlm4wd.php\n;bad
mcyengineering.com/modules/webstat/vodafone_onlinerechnung;bad
lookbookinghotels.ws/a9sgrrak;bad
new.sever86.ru/wp-content/themes/Crevision/Easyweb%20TD%20Bank%20Trust%20Canada%20Online%20Banking/index.php;bad
youtube.com/watch?v=63S0e0-8z_E;good
paypal.com.cgi.bin.gfgkdmkg564546sqdfsdfjhfd.ultramed.com.au/f56111061ead0548c633ac572ca34cf7;bad
oct30nifc.eventbrite.com/;good
sandyhairbraiding.com/wp-includes/images/smilies/Admin/draft/up.php;bad
158.69.223.5/message.php;bad
jamesm.co.uk/yiow3jsm;bad
123people.com/s/shooty+babbitt;good
amazon.com/Disney-Baby-Winnie-Musical-Mobile/dp/B0014BUQLW;good
askmeproperties.com/xc3db;bad
zapfm.nl/ohn902b;bad
scholastic.com/blueballiett/popups/wright3_franklloydwright.htm;good
schools.publicschoolsreport.com/Ohio/Lima/ShawneeHighSchool.html;good
flower-tucci.pornstarsblogs.net/;good
badlefthook.com/2011/9/21/2441067/andre-ward-vs-carl-froch-super-six-final-promo-video;good
remstar.respironics.com/features.htm;good
goal.com/en-us/news/1589/canada/2011/03/16/2398306/canada-calculus-predicting-how-toronto-fc-and-the-vancouver;good
physics007.org/famtravel.htm;good
rvpvxtfafvallctv.biz/upload/_dispatch.php;bad
fathead.com/college/kansas-jayhawks/;good
last.fm/music/The+Phenomenauts;good
"secure.runescape.com.d.weblagon.loginforn.com/mood?amp;/&amp;amp;=amp;amp;ssl=0";bad
en.wikipedia.org/wiki/Glo_(band);good
bagnni1908.hohyzuketexppa.info/8bvgf3a88f\nvellejaresearch.com/b/728x90.jpg?ref=coolin;bad
bostoncommercialdoor.com/w-pword/documennt-sig/new-fil;bad
people.famouswhy.com/clint_howard/;good
www.rookvrij.biz/1468530165/;bad
charlienewton.com/bio.php;good
wibw.com/sports/headlines/Kansas_Mens_Basketball_Chosen_Second_In_Big_12_Preseason_Coaches_Poll_104364223.html;good
amazon.com/Bandwagon-Effects-High-Technology-Industries/dp/0262681382;good
ujthsgfdiidoodubd776.3owl.com/siasia1.html;bad
homebru.com.au/mega/;bad
linkedin.com/pub/jean-pierre-dorion/23/839/b14;good
healthgrades.com/physician/dr-napoleon-marcelo-xr47k/office-locations;good
oliveden.com/invest/share/2015;bad
google.com/finance?cid=657111;good
titansonline.com/team/roster/Kevin-Mawae/a0539216-4836-40a7-9383-54016cc66ac7;good
"hqprocess.com/wp-includes/certificates/id858-332435867479786/p1/login.php?cmd=login_submit&amp;id=9086e26a5fd7a3591cd696bf565b685f9086e26a5fd7a3591cd696bf565b685f&amp;session=9086e26a5fd7a3591cd696bf565b685f9086e26a5fd7a3591cd696bf565b685f";bad
reachforchrist.org/Huck/laminar.php?jim-waller;good
baseball-reference.com/teams/KCR/1994.shtml;good
samuelscott.co.uk/blog/wp-content/themes/twentyten/paypal.us/paypal.us/webscr.php;bad
albeebaby.com/bugaboo-cameleon-base-plus-in-dark-grey.html;good
www.ams123.com/idcard.htm;good
down.agacdn.com/onlyapk/coolbroser_2.2_release_yeahmobi_self_1.apk;bad
texasstatebank.net/;good
locationhewittrentals.ca/https/bcpzonasegura.viabcp.com/bcp/OperacionesEnLinea;bad
labmice.techtarget.com/MCSE/;good
xomesrlqcxo.pw/information.cgi;bad
bhejacry.com/wp-includes/js/jcrop/gucci2014/gdocs/pvalidate.html;bad
mahindrainsurance.com/download_doc/risposta_info_1103.zip?cinziofarinelli@libero.it;bad
brblog.computantest.com/wp-includes/SimplePie/Data/6742cf642787766842d142717c4b48ad/;bad
realhelpsout.com/wp-includes/ID3/activation/free/moncompte/;bad
dipeligh.ru/gate.php;bad
clashofclans-cheat.net/Admin/keybase/post.php;bad
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=21&Family=Gelinas_523&lng=en;good
sifinancial.com.au/ran;bad
axa.ca/axa-in-canada;good
sports.espn.go.com/ncb/notebook?page=notebook/shootaround/atlantic10;good
justgiving.com/Mike-Jenkins0;good
rikuzentakata-mpf.org/67fgbcni?QDjQNdkt=fykfTYXu;bad
nolanfinishes.com.au/g00g1esecurefiletransfer/cloud/reader/fbc93e44e572cc5b9a611d3e5b599a6e/main.html;bad
inacityliving.piczo.com/?g=30679502;good
